Criminal Offenses - On campus,,,,,
Survey year,Institution name, Campus Name,Institution Size,Rape,Fondling
2014,Carrington College-Mesquite,Carrington College-Mesquite,270,0,0
2014,Carrington College-Phoenix,Carrington College-Phoenix,617,0,0
2014,Carrington College-Pleasant Hill,Carrington College-Pleasant Hill,599,0,0
2014,Carrington College-Pomona,Carrington College-Pomona,374,0,0
2014,Carrington College-Portland,Carrington College-Portland,100,0,0
2014,Carrington College-Reno,Carrington College-Reno,343,0,0
2014,Carrington College-Sacramento,Carrington College-Sacramento,1385,0,0
2014,Carrington College-San Jose,Carrington College-San Jose,805,0,0
2014,Carrington College-San Leandro,Carrington College-San Leandro,509,0,0
2014,Carrington College-Spokane,Carrington College-Spokane,511,0,0
2014,Carrington College-Stockton,Carrington College-Stockton,549,0,0
2014,Carrington College-Tucson,Carrington College-Tucson,424,0,0
2014,Carrington College-Westside,Carrington College-Phoenix Westside,503,0,0
2014,Carroll College,Main Campus,1440,3,0
2014,Carroll Community College,Carroll Community College,3645,0,0
2014,Carroll Community College,Mount Airy College Center,3645,0,0
2014,Carroll University,Main Campus,3446,3,0
2014,Carson-Newman University,Main Campus,2362,0,1
2014,Carsten Institute of Cosmetology,Main Campus,59,0,0
2014,Carsten Institute of Cosmetology,Carsten Institute of Cosmetology,115,0,0
2014,Carteret Community College,Carteret Community College,1659,0,0
2014,Carthage College,Main Campus,2948,4,1
2014,Carthage R9 School District-Carthage Technical Center,Main Campus,11,0,0
2014,Carver Bible College,Main Campus,88,0,0
2014,Carver Career Center,Carver Career Center,259,0,0
2014,Casa Loma College-Van Nuys,Van Nuys Campus,446,0,0
2014,Casa Loma College-Van Nuys,Anaheim Campus,446,0,0
2014,Casal Aveda Institute,Main Campus,60,0,0
2014,Casal Institute of Nevada,Main campus,178,0,0
2014,Cascadia College,Main Campus,2759,0,0
2014,Case Western Reserve University,Main Campus,10771,8,6
2014,Casper College,Casper College,3824,2,0
2014,Cass Career Center,Cass Career Center,22,0,0
2014,Castleton State College,Main Campus,2183,5,2
2014,Catawba College,Catawba College,1300,0,1
2014,Catawba Valley Community College,Catawba Valley Community College Main Campus,4742,0,0
2014,Catawba Valley Community College,Catawba Valley Community College Newton Center,4742,0,0
2014,Catawba Valley Community College,Catawba Valley Community College Alexander Center for Education,4742,0,0
2014,Catawba Valley Community College,Catawba Valley Community College - Potters' Workshop,4742,0,0
2014,Catherine Hinds Institute of Esthetics,Main Campus,222,0,0
2014,Catholic Theological Union at Chicago,Main Campus,410,0,0
2014,Catholic University of America,The Catholic University of America,6699,5,0
2014,Cattaraugus Allegany BOCES-Practical Nursing Program,Main Campus,50,0,0
2014,Cayce Reilly School of Massotherapy,Main Campus,14,0,0
2014,Cayuga County Community College,Main Campus,4290,0,0
2014,Cayuga County Community College,River Glen,4290,0,0
2014,Cayuga Onondaga BOCES-Practical Nursing Program,Center for Learning,34,0,0
2014,Cazenovia College,Main Campus,1091,3,1
2014,CBD College,Main Campus,411,0,0
2014,CC's Cosmetology College,Main Campus,46,0,0
2014,CC's Cosmetology College,CC'S  OKC COSMETOLOGY COLLEGE,46,0,0
2014,CC's Cosmetology College,West Campus,46,0,0
2014,CC's Cosmetology College,Texarkana AR Campus,46,0,0
2014,CC's Cosmetology College,Texarkana- TX Campus,46,0,0
2014,CC's Cosmetology College,Idabel Campus,46,0,0
2014,CCI Training Center-Arlington,Main Campus,209,0,0
2014,CCI Training Center-Arlington,Dallas Campus,209,0,0
2014,CDA Technical Institute,Main Campus,190,0,0
2014,CDA Technical Institute,Ocala Deep Water Training Center,190,0,0
2014,CDE Career Institute,CDE Career Institute,31,0,0
2014,Cecil College,Main Campus,2551,0,0
2014,Cecil College,Cecil College - Elkton Station,2551,0,0
2014,Cecil College,Cecil College - Baimbridge Center,2551,0,0
2014,Cecil College,Cecil College - Family Education Center,2551,0,0
2014,Cedar Crest College,Cedar Crest College,1531,0,0
2014,Cedar Valley College,Cedar Valley College,6759,0,0
2014,Cedarville University,Main Campus,3585,0,0
2014,Celebrity School of Beauty,Main campus,182,0,0
2014,Celebrity Stylist Beauty School,Main Campus,41,0,0
2014,Centenary College,Hackettstown,2318,2,0
2014,Centenary College,Parsippany Campus,2318,0,0
2014,Centenary College,Metro Park Campus,2318,0,0
2014,Centenary College of Louisiana,Main Campus,619,1,0
2014,Center for Advanced Legal Studies,Center for Advanced Legal Studies Main Campus,206,0,0
2014,Center for Advanced Studies On Puerto Rico and the Caribbean,Center for Advanced Studies on Puerto Rico and the Caribbean,489,0,0
2014,Center for Massage & Natural Health,Main Campus,25,0,0
2014,Center for Natural Wellness School of Massage Therapy,Main Campus,45,0,0
2014,CenterPoint Massage and Shiatsu Therapy School and Clinic,Main Campus,92,0,0
2014,Centra College of Nursing,Centra College of Nursing,151,0,0
2014,Central Alabama Community College,Alexander City Campus,1726,0,0
2014,Central Alabama Community College,Childersburg Campus,1726,0,0
2014,Central Alabama Community College,Talladega Campus,1726,0,0
2014,Central Arizona College,Main Campus-Signal Peak,5937,0,1
2014,Central Arizona College,ARAVAIPA CAMPUS,5937,0,0
2014,Central Arizona College,SUPERSTITION MOUNTAIN CAMPUS,5937,0,0
2014,Central Arizona College,FLORENCE CENTER (ASPC),5937,0,0
2014,Central Arizona College,CASA GRANDE CENTER,5937,0,0
2014,Central Arizona College,Corporate Center,5937,0,0
2014,Central Arizona College,Maricopa Campus,5937,0,0
2014,Central Arizona College,San Tan Campus,5937,0,0
2014,Central Baptist College,Main Campus,858,0,0
2014,Central Baptist Theological Seminary,Main Campus,391,0,0
2014,Central California School,Main Campus,385,0,0
2014,Central Career Institute LLC,Main Campus,160,0,0
2014,Central Carolina Community College,Central Carolina Community College,4776,0,0
2014,Central Carolina Community College,Pittsboro Campus,4776,0,0
2014,Central Carolina Community College,Siler City Campus,4776,0,0
2014,Central Carolina Community College,Lillington Campus,4776,0,0
2014,Central Carolina Community College,Lillington Adult Education Center,4776,0,0
2014,Central Carolina Community College,West Harnett Center,4776,0,0
2014,Central Carolina Community College,Triangle South Enterprise Center,4776,0,0
2014,Central Carolina Community College,Lifelong Learning Center - WB Wicker,4776,0,0
2014,Central Carolina Community College,Emergency Services Training Center,4776,0,0
2014,Central Carolina Community College,North Carolina School of Telecommunications,4776,0,0
2014,Central Carolina Community College,Harnett Health Sciences Center,4776,0,0
2014,Central Carolina Technical College,Main Campus,3963,0,0
2014,Central Christian College of Kansas,Main Campus,1165,0,0
2014,Central Christian College of the Bible,Main Campus,290,0,0
2014,Central Coast College,Main Campus,276,0,0
2014,Central College,Main Campus,1411,1,0
2014,Central College of Cosmetology,Main Campus,93,0,0
2014,Central College of Cosmetology,Branch Campus,93,0,0
2014,Central Community College,Main Campus,6377,0,0
2014,Central Community College,Central  Community College-Columbus,6377,2,1
2014,Central Community College,Central Community College - Hastings,6377,0,0
2014,Central Connecticut State University,Main Campus,12037,1,1
2014,Central Georgia Technical College,Main Campus,7625,0,0
2014,Central Georgia Technical College,Corder Road Campus,7625,0,0
2014,Central Georgia Technical College,Sam Way Senior Workforce Development Center,7625,0,0
2014,Central Georgia Technical College,Macon Campus,7625,0,0
2014,Central Georgia Technical College,Crawford County Center Campus,7625,0,0
2014,Central Georgia Technical College,Putnam County Center Campus,7625,0,0
2014,Central Georgia Technical College,Milledgeville Campus,7625,0,0
2014,Central Georgia Technical College,Monroe County Center,7625,0,0
2014,Central Lakes College-Brainerd,Brainerd Campus,4333,0,1
2014,Central Lakes College-Brainerd,Staples Main Campus,4333,0,0
2014,Central Louisiana Technical Community College,Alexandria Campus,2049,0,0
2014,Central Louisiana Technical Community College,Huey P. Long Campus,2049,0,0
2014,Central Louisiana Technical Community College,Lamar Salter Campus,2049,0,0
2014,Central Louisiana Technical Community College,Oakdale Campus,2049,0,0
2014,Central Louisiana Technical Community College,Ferriday Campus,2049,0,0
2014,Central Louisiana Technical Community College,Avoyelles Campus,2049,0,0
2014,Central Louisiana Technical Community College,Rod Brady Extension,2049,0,0
2014,Central Maine Community College,Main Campus,3162,1,0
2014,Central Methodist University-College of Graduate and Extended Studies,Main Campus,4537,0,0
2014,Central Methodist University-College of Graduate and Extended Studies,Central Methodist University at Park Hills,4537,0,0
2014,Central Methodist University-College of Graduate and Extended Studies,Central Methodist University at Union,4537,0,0
2014,Central Methodist University-College of Graduate and Extended Studies,Central Methodist University at Columbia,4537,0,0
2014,Central Methodist University-College of Graduate and Extended Studies,Central Methodist University at Sedalia,4537,0,0
2014,Central Methodist University-College of Graduate and Extended Studies,Central Methodist University at Lake of the Ozarks,4537,0,0
2014,Central Methodist University-College of Graduate and Extended Studies,Central Methodist University at Poplar Bluff,4537,0,0
2014,Central Methodist University-College of Graduate and Extended Studies,Central Methodist University at Maryland Heights,4537,0,0
2014,Central Methodist University-College of Graduate and Extended Studies,Central Methodist University at Linn Tech,4537,0,0
2014,Central Methodist University-College of Graduate and Extended Studies,Central Methodist University at Clinton,4537,0,0
2014,Central Methodist University-College of Graduate and Extended Studies,Central Methodist University at Waynesville,4537,0,0
2014,Central Methodist University-College of Graduate and Extended Studies,Central Methodist University at Saint Charles,4537,0,2
2014,Central Methodist University-College of Graduate and Extended Studies,Central Methodist University at Arnold,4537,0,0
2014,Central Methodist University-College of Liberal Arts and Sciences,College of Liberal Arts and Sciences,1185,0,0
2014,Central Michigan University,Main Campus,26879,9,4
2014,Central Michigan University,Auburn Hills,26879,0,0
2014,Central Michigan University,Clinton Township,26879,0,0
2014,Central Michigan University,Dearborn,26879,0,0
2014,Central Michigan University,East Lansing,26879,0,0
2014,Central Michigan University,Flint,26879,0,0
2014,Central Michigan University,Grand Rapids,26879,0,0
2014,Central Michigan University,Saginaw,26879,0,0
2014,Central Michigan University,Southfield,26879,0,0
2014,Central Michigan University,Traverse City,26879,0,0
2014,Central Michigan University,Troy,26879,0,0
2014,Central Michigan University,Warren,26879,0,0
2014,Central Michigan University,Alexandria,26879,0,0
2014,Central Michigan University,Atlanta Metro Center,26879,0,0
2014,Central Michigan University,Dekalb,26879,0,0
2014,Central Michigan University,Columbus DSCC,26879,0,0
2014,Central Michigan University,Columbus,26879,0,0
2014,Central Michigan University,Philadelphia,26879,0,0
2014,Central Michigan University,Richmond,26879,0,0
2014,Central Michigan University,Camp Pendleton,26879,0,0
2014,Central Michigan University,Pearl Harbor - Hickam,26879,0,0
2014,Central Michigan University,Schofield,26879,0,0
2014,Central Michigan University,Tripler Army Medical Center,26879,0,0
2014,Central Michigan University,Fort Leavenworth Center,26879,0,0
2014,Central Michigan University,Fort Riley,26879,0,0
2014,Central Michigan University,Fort Polk Center,26879,0,0
2014,Central Michigan University,Aberdeen Proving Ground Center,26879,0,0
2014,Central Michigan University,Joint Base Andrews,26879,0,0
2014,Central Michigan University,Fort Meade Center,26879,0,0
2014,Central Michigan University,Joint Base McGuire,26879,0,0
2014,Central Michigan University,Fort Hamilton,26879,0,0
2014,Central Michigan University,Seymour Johnson Air Force Base Center,26879,0,0
2014,Central Michigan University,Minot Air Force Base Center,26879,0,0
2014,Central Michigan University,Wright Patterson Air Force Base Center,26879,0,0
2014,Central Michigan University,Fort Belvoir Center,26879,0,0
2014,Central Michigan University,Fort Lee Center,26879,0,0
2014,Central Michigan University,Joint Base Myer - Henderson Hall,26879,0,0
2014,Central Michigan University,Defense Logistic Agency,26879,0,0
2014,Central Michigan University,Pentagon Center,26879,0,0
2014,Central Michigan University,Saginaw Medical School Campus,26879,0,0
2014,Central New Mexico Community College,Main Campus,26771,0,0
2014,Central New Mexico Community College,Joseph M. Montoya Campus,26771,0,0
2014,Central New Mexico Community College,Workforce Training Center,26771,0,0
2014,Central New Mexico Community College,South Valley Campus,26771,0,0
2014,Central New Mexico Community College,Westside Campus,26771,0,0
2014,Central New Mexico Community College,Rio Rancho,26771,0,0
2014,Central New Mexico Community College,Advanced Technology Center,26771,0,0
2014,Central Ohio Technical College,Central Ohio Technical College,3567,2,0
2014,Central Oregon Community College,Main Campus - Bend,6312,0,1
2014,Central Oregon Community College,Redmond North Campus,6312,0,0
2014,Central Oregon Community College,Madras Campus,6312,0,0
2014,Central Oregon Community College,Prineville Open Campus,6312,0,0
2014,Central Penn College,Main Campus,1330,1,0
2014,Central Pennsylvania Institute of Science and Technology,Central Pennsylvania Institute of Science and Technology,243,0,0
2014,Central Piedmont Community College,CPCC CENTRAL CAMPUS,19957,1,0
2014,Central Piedmont Community College,CPCC MERANCAS CAMPUS,19957,0,0
2014,Central Piedmont Community College,CPCC CATO CAMPUS,19957,0,0
2014,Central Piedmont Community College,CPCC LEVINE CAMPUS,19957,0,0
2014,Central Piedmont Community College,CPCC HARPER CAMPUS,19957,0,0
2014,Central Piedmont Community College,CPCC HARRIS CAMPUS,19957,0,0
2014,Central Piedmont Community College,WTVI-PBS Charlotte,19957,0,0
2014,Central Piedmont Community College,CPCC CITY VIEW CENTER,19957,0,0
2014,Central School of Practical Nursing,Main Campus,118,0,0
2014,Central School of Practical Nursing,Main Campus,15,0,0
2014,Central State Beauty Academy,Main Campus,136,0,0
2014,Central State Massage Academy,Main Campus,48,0,0
2014,Central State University,Main Campus,1751,0,0
2014,Central State University,Dayton campus,1751,0,0
2014,Central Susquehanna Intermediate Unit LPN Career,Main Campus,92,0,0
2014,Central Technology Center,Main Campus,192,0,0
2014,Central Texas Beauty College-Round Rock,Main Campus,78,0,0
