Criminal Offenses - On campus,,,,,
Survey year,Institution name, Campus Name,Institution Size,Rape,Fondling
2014,Minneapolis Community and Technical College,Main Campus,9237,0,1
2014,Minneapolis Media Institute,Minneapolis Media Institute,157,0,0
2014,Minnesota School of Business-Blaine,Minnesota School of Business - Blaine,239,0,0
2014,Minnesota School of Business-Brooklyn Center,Minnesota School of Business - Brooklyn Center,109,0,0
2014,Minnesota School of Business-Elk River,Minnesota School of Business - Elk River,236,0,0
2014,Minnesota School of Business-Lakeville,Minnesota School of Business - Lakeville,195,0,0
2014,Minnesota School of Business-Moorhead,Minnesota School of Business - Moorhead,135,0,0
2014,Minnesota School of Business-Plymouth,Minnesota School of Business - Plymouth,130,0,0
2014,Minnesota School of Business-Richfield,Minnesota School of Business - Richfield,763,0,0
2014,Minnesota School of Business-Rochester,Minnesota School of Business - Rochester,183,0,0
2014,Minnesota School of Business-Waite Park,Minnesota School of Business - St. Cloud,218,0,0
2014,Minnesota School of Cosmetology-Plymouth Campus,Minnesota School of Cosmetology - Plymouth,76,0,0
2014,Minnesota School of Cosmetology-Woodbury Campus,Minnesota School of Cosmetology - Woodbury,122,0,0
2014,Minnesota State College-Southeast Technical,Main Campus,2177,0,0
2014,Minnesota State College-Southeast Technical,Red Wing Campus,2177,0,0
2014,Minnesota State Community and Technical College,Main Campus - M State Fergus Falls campus,6415,0,1
2014,Minnesota State Community and Technical College,M State - Detroit Lakes campus,6415,0,0
2014,Minnesota State Community and Technical College,M State - Moorhead Campus,6415,0,0
2014,Minnesota State Community and Technical College,M State - Wadena Campus,6415,0,0
2014,Minnesota State University Moorhead,Main Campus,6306,3,1
2014,Minnesota State University Moorhead,Regional Science Center,6306,0,0
2014,Minnesota State University-Mankato,Main Campus,15387,3,3
2014,Minnesota State University-Mankato,Minnesota State University- Mankato at Edina,15387,0,0
2014,Minnesota West Community and Technical College,Minnesota West-Granite Falls Campus,3182,0,0
2014,Minnesota West Community and Technical College,Minnesota West-Worthington Campus,3182,0,0
2014,Minnesota West Community and Technical College,Minnesota West-Canby Campus,3182,0,0
2014,Minnesota West Community and Technical College,Minnesota West-Pipestone Campus,3182,0,0
2014,Minnesota West Community and Technical College,Minnesota West-Jackson Campus,3182,0,0
2014,Minnesota West Community and Technical College,Minnesota West - Fairmont Site,3182,0,0
2014,Minnesota West Community and Technical College,Minnesota West - Luverne Center,3182,0,0
2014,Minnesota West Community and Technical College,Redwood Falls Learning Center,3182,0,0
2014,Minot State University,Main Campus,3410,0,0
2014,MiraCosta College,MiraCosta Community College District Oceanside Campus,14687,0,1
2014,MiraCosta College,SEC (San Elijo Campus),14687,0,0
2014,MiraCosta College,CLC (Community Learning Center),14687,0,0
2014,Mirrer Yeshiva Cent Institute,Main Campus,197,0,0
2014,Misericordia University,Main Campus,3054,0,0
2014,Mission College,Mission College,8435,0,0
2014,Mississippi College,Main Campus,4984,0,0
2014,Mississippi College of Beauty Culture,Main Campus,61,0,0
2014,Mississippi Delta Community College,Main Campus,2705,0,0
2014,Mississippi Gulf Coast Community College,Perkinston Campus,9799,0,0
2014,Mississippi Gulf Coast Community College,Jefferson Davis Campus,9799,1,0
2014,Mississippi Gulf Coast Community College,Jackson County Campus,9799,0,0
2014,Mississippi Gulf Coast Community College,Advanced Manufacturing and Technology Center,9799,0,0
2014,Mississippi Gulf Coast Community College,George County Occupational Training Center,9799,0,0
2014,Mississippi Gulf Coast Community College,Keesler Center,9799,0,0
2014,Mississippi Gulf Coast Community College,West Harrison County Occupational Training Center,9799,0,0
2014,Mississippi Gulf Coast Community College,Naval  Construction Battalion Center,9799,0,0
2014,Mississippi Institute of Aesthetics Nails & Cosmetology,Main campus,85,0,0
2014,Mississippi State University,Main Campus,20138,7,0
2014,Mississippi State University,Meridian Campus,20138,0,0
2014,Mississippi University for Women,Main Campus,2696,0,0
2014,Mississippi Valley State University,Main Campus,2222,1,0
2014,Missouri Baptist University,Main Campus,5322,0,0
2014,Missouri College,Missouri College,586,0,0
2014,Missouri College of Cosmetology North,Main Campus,78,0,0
2014,Missouri College of Cosmetology North,Bolivar,78,0,0
2014,Missouri College of Cosmetology North,South Springfield,78,0,0
2014,Missouri School of Barbering & Hairstyling-St. Louis,Main Campus,19,0,0
2014,Missouri Southern State University,Main Campus,5613,1,1
2014,Missouri State University-Springfield,Springfield Campus,21816,2,2
2014,Missouri State University-West Plains,Missouri State University - West Plains,2164,0,0
2014,Missouri State University-West Plains,Missouri State University - Mountain Grove,2164,0,0
2014,Missouri State University-West Plains,Missouri State University - West Plains Dalian,2164,0,0
2014,Missouri University of Science and Technology,Missouri S&T,8640,0,1
2014,Missouri Valley College,Main Campus,1695,2,0
2014,Missouri Valley College,Missouri Valley College School of  Nursing,1695,0,0
2014,Missouri Western State University,Main Campus,5834,1,1
2014,Mitchell College,Mitchell College,778,2,2
2014,Mitchell Community College,Historic Main Campus,3106,0,0
2014,Mitchell Community College,Mooresville Center,3106,0,0
2014,Mitchell Technical Institute,Main Campus,1245,0,0
2014,Mitchell's Hair Styling Academy-Raleigh,Main Campus,72,0,0
2014,Mitchells Hairstyling Academy-Goldsboro,Main Campus,14,0,0
2014,Mitchells Hairstyling Academy-Wilson,Main Campus,27,0,0
2014,Mitsu Sato Hair Academy,Main Campus,54,0,0
2014,MJ's Barber Academy,Main Campus,15,0,0
2014,MJ's Beauty Academy Inc,Main Campus,60,0,0
2014,Moberly Area Community College,Moberly Area Community College,5431,0,0
2014,Moberly Area Community College,Columbia Higher Education Center,5431,0,0
2014,Moberly Area Community College,Hannibal Higher Education Center,5431,0,0
2014,Moberly Area Community College,Kirksville Higher Education Center,5431,0,0
2014,Moberly Area Community College,Advanced Technology Center,5431,0,0
2014,Moberly Area Community College,Jim Sears Northeast Technical Center,5431,0,0
2014,Moberly Area Community College,Macon Area Vocational Technical Center,5431,0,0
2014,Model College of Hair Design,Model College of Hair Design,92,0,0
2014,Modern Beauty Academy,Modern Beauty Academy,36,0,0
2014,Modern Beauty School Inc,Modern Beauty School- Inc.,46,0,0
2014,Modern Hairstyling Institute-Arecibo,Main Campus,43,0,0
2014,Modern Hairstyling Institute-Bayamon,Main Campus,231,0,0
2014,Modern Hairstyling Institute-Carolina,Main Campus,222,0,0
2014,Modern Hairstyling Institute-Carolina,Branch Campus,222,0,0
2014,Modern Technology School,Main Campus,131,0,0
2014,Modern Welding School,Modern Welding School,88,0,0
2014,Modesto Junior College,MJC/East Campus,17578,2,0
2014,Modesto Junior College,MJC/West Campus and YCCD District Offices,17578,0,1
2014,Mohave Community College,Neal Campus - Kingman,4744,0,0
2014,Mohave Community College,Lake Havasu City Campus,4744,0,0
2014,Mohave Community College,Bullhead City Campus,4744,0,0
2014,Mohave Community College,North Mohave Campus,4744,0,0
2014,Mohawk Valley Community College,Main Campus,7149,3,1
2014,Mohawk Valley Community College,ROME CAMPUS,7149,0,0
2014,Moler Barber College,Main Campus,102,0,0
2014,Moler Barber College,Moler Barber College of  Hair Styling,12,0,0
2014,Moler Hollywood Beauty Academy,Main Campus,89,0,0
2014,Moler-Pickens Beauty Academy,Main Campus,78,0,0
2014,Molloy College,Main Campus,4497,0,0
2014,Monmouth College,Main Campus,1300,3,1
2014,Monmouth County Vocational School District,Main Campus,60,0,0
2014,Monmouth University,Monmouth University,6395,2,1
2014,Monongalia County Technical Education Center,Monongalia County Technical Education Center,81,0,0
2014,Monroe 2 Orleans BOCES-Center for Workforce Development,Monroe 2-Orleans BOCES-Center for Workforce Development,104,0,0
2014,Monroe College,Bronx Campus,7002,0,0
2014,Monroe College,New Rochelle Campus,7002,0,0
2014,Monroe Community College,Brighton,15335,0,6
2014,Monroe Community College,Damon City Campus,15335,0,0
2014,Monroe Community College,Applied Technologies Center,15335,0,0
2014,Monroe Community College,Public Safety Training Facility,15335,0,0
2014,Monroe County Community College,Main Campus,3482,0,0
2014,Monroe County Community College,Whitman Center,3482,0,0
2014,Montage Academy,Longs Peak Academy,52,0,0
2014,Montana Academy of Salons,Main Campus,87,0,0
2014,Montana State University,Main Campus,14982,6,3
2014,Montana State University-Billings,Montana State University-Billings,4768,1,2
2014,Montana State University-Billings City Collge,CITY COLLEGE,,0,0
2014,Montana State University-Northern,Main Campus,1230,0,0
2014,Montana Tech of the University of Montana,Main Campus,2085,0,0
2014,Montana Tech of the University of Montana,Highlands College,2085,0,0
2014,Montcalm Community College,Main Campus,1832,0,0
2014,Montclair State University,Main Campus,20022,4,1
2014,Monteclaro Escuela de Hoteleria y Artes Culinarias,Main Campus,4,0,0
2014,Monterey Institute of International Studies,Middlebury Institute of International Studies At Monterey,711,0,0
2014,Monterey Peninsula College,Monterey Campus,7727,0,1
2014,Monterey Peninsula College,MPC Public Safety Training Center,7727,0,0
2014,Montessori Casa International,Montessori Casa International,15,0,0
2014,Montessori Education Center of the Rockies,Main Campus,71,0,0
2014,Montessori Education Institute of the Pacific Northwest,Main Campus,74,0,0
2014,Montessori Institute of Milwaukee,Main Campus,48,0,0
2014,Montgomery Beauty School,Main Campus,118,0,0
2014,Montgomery College,Montgomery College:Main Campus,25517,0,3
2014,Montgomery College,Montgomery College:Takoma Park/Silver Spring,25517,0,0
2014,Montgomery College,Montgomery College:Germantown,25517,1,0
2014,Montgomery Community College,Montgomery Community College,863,0,0
2014,Montgomery County Community College,Montgomery County Community College Central Campus,12805,0,1
2014,Montgomery County Community College,Montgomery County Community College-West Campus,12805,0,0
2014,Montgomery County Community College,Montgomery County Public Safety Training Campus,12805,0,0
2014,Montreat College,Montreat Campus,933,0,1
2014,Montreat College,Asheville,933,0,0
2014,Montreat College,Charlotte,933,0,0
2014,Montserrat College of Art,Main Campus,402,0,0
2014,Monty Tech,Main Campus,44,0,0
2014,Moody Bible Institute,Main Campus,3967,0,0
2014,Moody Bible Institute,Spokane,3967,0,0
2014,Moody Bible Institute,Plymouth,3967,0,0
2014,Moore Career College,Main Campus,58,0,0
2014,Moore College of Art and Design,Main Campus,453,0,0
2014,Moore Norman Technology Center,Franklin Road Campus,1036,0,0
2014,Moorpark College,Main Campus,13880,0,2
2014,Moraine Park Technical College,Moraine Park Technical College,6280,0,0
2014,Moraine Valley Community College,Moraine Valley Community College,15286,0,1
2014,Moravian College,Main Campus,1970,7,0
2014,More Tech Institute,More Tech Institute,67,0,0
2014,Morehead State University,Morehead State University,11052,1,1
2014,Morehouse College,Morehouse College,2109,4,0
2014,Morehouse School of Medicine,MOREHOUSE SCHOOL OF MEDICINE,398,0,0
2014,Moreno Valley College,Moreno Valley College,8731,0,0
2014,Morgan Community College,MORGAN COMMUNITY COLLEGE,1837,0,0
2014,Morgan State University,Main Campus,7698,1,1
2014,Morgantown Beauty College Inc,Main Campus,67,0,0
2014,Morningside College,Main Campus,2823,0,0
2014,Morris College,Main Campus,780,0,0
2014,Morris County Vocational School District,Morris County Vocational School District,55,0,0
2014,Morrison Institute of Technology,Main Campus,86,0,0
2014,Morrisville State College,Morrisville State College,2910,1,2
2014,Morthland College,Main Campus,63,0,0
2014,Morton College,Main Campus,4653,0,0
2014,Motlow State Community College,Moore County Campus,4758,0,0
2014,Motlow State Community College,McMinnville Campus,4758,0,0
2014,Motlow State Community College,Fayetteville Campus,4758,0,0
2014,Motlow State Community College,SMYRNA Campus,4758,0,0
2014,Motoring Technical Training Institute,Main Campus,314,0,0
2014,Motoring Technical Training Institute,Water Street Satellite Campus,314,0,0
2014,Mott Community College,Main Campus,8937,0,0
2014,Mott Community College,Southern Lakes Branch Center,8937,0,0
2014,Mott Community College,Lapeer Center,8937,0,0
2014,Moultrie Technical College,Veterans Parkway Campus,2071,0,0
2014,Moultrie Technical College,Industrial Drive Campus,2071,0,0
2014,Moultrie Technical College,Tifton Campus,2071,0,0
2014,Mount Aloysius College,Main Campus,1867,1,0
2014,Mount Angel Seminary,Main Campus,152,0,0
2014,Mount Carmel College of Nursing,Main Campus,1084,0,0
2014,Mount Carmel College of Nursing,Fairfield Medical Center Campus,1084,0,0
2014,Mount Holyoke College,Main Campus,2255,2,1
2014,Mount Ida College,Main Campus,1320,2,2
2014,Mount Marty College,Main Campus,1236,0,0
2014,Mount Mary University,Main Campus,1385,0,0
2014,Mount Mercy University,Mount Mercy University,1762,0,0
2014,Mount Saint Joseph University,Main Campus,2219,1,2
2014,Mount Saint Mary College,Main Campus,2479,0,0
2014,Mount Saint Mary's University,Chalon,3292,0,0
2014,Mount Saint Mary's University,Doheny,3292,0,0
2014,Mount St Mary's University,Main Campus,2305,8,2
2014,Mount St Mary's University,Frederick Campus,2305,0,0
2014,Mount Vernon Nazarene University,Main Campus,2137,0,0
2014,Mount Vernon Nazarene University,Mount Vernon Nazarene University - Newark,2137,0,0
2014,Mount Vernon Nazarene University,Mount Vernon Nazarene University - Mansfield,2137,0,0
2014,Mount Vernon Nazarene University,Mount Vernon Nazarene University - New Albany,2137,0,0
2014,Mount Wachusett Community College,Gardner Campus-main campus,4336,0,0
2014,Mount Wachusett Community College,Leominster Campus & Corporate Training Center,4336,0,0
2014,Mount Wachusett Community College,Devens Center,4336,0,0
2014,Mount Wachusett Community College,Fitchburg Campus/Dental Education Program,4336,0,0
2014,Mount Washington College,Main Campus,1511,0,0
2014,Mountain Empire Community College,Main Campus,2718,0,0
2014,Mountain State College,Mountain State College,158,0,0
2014,Mountain State School of Massage,Main Campus,26,0,0
2014,Mountain View College,MOUNTAIN VIEW COLLEGE,8950,1,0
2014,Mountainland Applied Technology College,Main Campus,2168,0,0
2014,Mountwest Community and Technical College,Main Campus,2026,0,0
2014,Mr Bela's School of Cosmetology Inc,Mr. Bela's School of Cosmetology- Inc.,74,0,0
2014,Mr John's School of Cosmetology & Nails-Jacksonville,Main Campus,35,0,0
2014,Mr John's School of Cosmetology Esthetics & Nails-Decatur,Main Campus,66,0,0
2014,Mr Leon's School of Hair Design-Lewiston,Main Campus,27,0,0
2014,Mr Leon's School of Hair Design-Moscow,MOSCOW MAIN CAMPUS,16,0,0
2014,Mr Wayne's School of Unisex Hair Design,Main Campus,44,0,0
2014,Mt Hood Community College,Gresham Campus,9276,0,0
2014,Mt Hood Community College,The Bruning Center for Allied Health Education,9276,0,0
2014,Mt San Antonio College,Main Campus,29045,1,0
2014,Mt San Jacinto Community College District,San Jacinto Campus,14580,0,0
2014,Mt San Jacinto Community College District,Menifee Valley Campus,14580,0,0
2014,Mt San Jacinto Community College District,Temecula Education Complex,14580,0,0
2014,Mt San Jacinto Community College District,San Gorgonio Pass,14580,0,0
2014,Mt Sierra College,Main Campus,467,0,0
2014,Mt. Diablo Adult Education-Mt. Diablo USD,Loma Vista Adult Center,129,0,0
2014,MTI Business College Inc,MTI Business College,146,0,0
2014,MTI College,Main Campus,1020,0,0
2014,Mueller College,Main Campus,107,0,0
2014,Muhlenberg College,Muhlenberg College,2440,1,1
2014,Multnomah University,Main Campus,753,0,0
2014,Murray State College,Murray State College,2473,0,0
2014,Murray State University,Main Campus,11207,7,2
2014,Murray State University,Paducah Extended Campus,11207,0,0
2014,Murray State University,Hopkinsville Extended Campus,11207,0,0
2014,Murray State University,Madisonville Extended Campus,11207,0,0
2014,Murray State University,Henderson Extended Campus,11207,0,0
2014,Murray State University,Fort Campbell Extended Campus,11207,0,0
2014,Musicians Institute,Main Campus,1142,0,0
2014,Muskegon Community College,Main Campus,4640,0,2
2014,Muskegon Community College,NCRESA,4640,0,0
2014,Muskegon Community College,Grand Haven Community Center,4640,0,0
2014,Muskingum University,Main Campus,2074,0,0
2014,My Le's Beauty College,Main Campus,144,0,0
2014,My Le's Beauty College,Main Campus,35,0,0
2014,MyComputerCareer.com-Columbus,MyComputerCareer.com/TechSkills,249,0,0
2014,MyComputerCareer.com-Indianapolis,MyComputerCareer.com/TechSkills-Indianapolis,219,0,0
2014,MyComputerCareer.com-Raleigh,MyComputerCareer.com,353,0,0
2014,MyComputerCareer.com-Raleigh,MyComputerCareer.com - Houston,353,0,0
2014,MyComputerCareer.com-Raleigh,MyComputerCareer.com - Dallas,353,0,0
2014,Myotherapy College of Utah,Main Campus,84,0,0
2014,Myotherapy Institute,Main Campus,15,0,0
2014,MyrAngel Beauty Institute,Main Campus,108,0,0
2014,Napa Valley College,Main Campus,6348,0,0
2014,Napa Valley College,Upper Valley Campus,6348,0,0
2014,Naropa University,Arapahoe Campus,996,0,0
2014,Naropa University,Paramita Campus,996,0,0
2014,Naropa University,Nalanda Campus,996,0,0
2014,NASCAR Technical Institute,NASCAR Technical Institute,1499,0,0
2014,Nash Community College,Main Campus,3537,0,0
2014,Nashotah House,Main Campus,100,0,0
2014,Nashua Community College,Nashua,2184,0,0
2014,Nashville Barber and Style Academy,Nashville Barber and Style Academy,37,0,0
2014,Nashville College of Medical Careers,Main Campus,141,0,0
2014,Nashville State Community College,Nashville State Community College,10044,0,0
2014,Nassau Community College,Main Campus,22374,0,5
2014,National Academy of Beauty Arts-Farmington,Main Campus,47,0,0
2014,National Academy of Beauty Arts-St Louis,Main Campus,115,0,0
2014,National Academy of Beauty Arts-St Louis,Festus/Crystal City Location,115,0,0
2014,National American University-Albuquerque,NAU-Albuquerque,352,0,0
2014,National American University-Albuquerque West,NAU-Albuquerque West,295,0,0
2014,National American University-Austin,Austin Campus,207,0,0
2014,National American University-Austin South,Main Campus,121,0,0
2014,National American University-Bellevue,NAU-Bellevue,191,0,0
2014,National American University-Bloomington,NAU-Bloomington,422,0,0
2014,National American University-Brooklyn Center,NAU-Brooklyn Center,512,0,0
2014,National American University-Brooklyn Center,NAU-Minnetonka,512,0,0
2014,National American University-Burnsville,NAU-Burnsville,183,0,0
2014,National American University-Centennial,NAU-Centennial,108,0,0
2014,National American University-Colorado Springs,NAU-Colorado Springs,253,0,0
2014,National American University-Colorado Springs South,NAU-Colorado Springs South,233,0,0
2014,National American University-Denver,NAU-Denver,218,0,0
2014,National American University-Ellsworth AFB Extension,NAU-Ellsworth AFB,376,0,0
2014,National American University-Georgetown,Main Campus,215,0,0
2014,National American University-Independence,NAU-Independence,646,0,0
2014,National American University-Indianapolis,Main Campus,199,0,0
2014,National American University-Lee's Summit,NAU-Lee's Summit,309,0,0
2014,National American University-Lewisville,Main Campus,213,0,0
2014,National American University-Mesquite,NAU-Mesquite,203,0,0
2014,National American University-Overland Park,NAU-Overland Park,382,0,0
2014,National American University-Rapid City,NAU-Rapid City,1479,0,0
2014,National American University-Richardson,Main Campus,242,0,0
2014,National American University-Rochester,Main Campus,155,0,0
2014,National American University-Roseville,NAU-Roseville,264,0,0
2014,National American University-Sioux Falls,NAU-Sioux Falls,595,0,0
2014,National American University-Sioux Falls,NAU-Watertown Education Center,595,0,0
2014,National American University-Tigard,Main Campus,64,0,0
2014,National American University-Tulsa,NAU-Tulsa,228,0,0
2014,National American University-Weldon Spring,Main Campus,75,0,0
2014,National American University-Wichita,NAU-Wichita,259,0,0
2014,National American University-Wichita West,Main Campus,296,0,0
2014,National American University-Zona Rosa,NAU-Zona Rosa,382,0,0
2014,National Aviation Academy of New England,Main Campus,218,0,0
2014,National Aviation Academy of Tampa Bay,Main Campus,605,0,0
2014,National Beauty College,Main Campus,46,0,0
2014,National Beauty College,National Beauty College,45,0,0
2014,National Beauty College,Ennis Campus,45,0,0
2014,National Beauty College,National Beauty College,51,0,0
2014,National Career College,National Career College,147,0,0
2014,National Career Education,National Career Education,141,0,0
2014,National Career Institute,Main Campus,291,0,0
2014,National Career Institute,NCI - Jersey City,291,0,0
2014,National College of Natural Medicine,NATIONAL COLLEGE OF NATURAL  MEDICINE,613,0,0
2014,National College-Canton,Main Campus,73,0,0
2014,National College-Cincinnati,Main Campus,127,0,0
2014,National College-Columbus,Main Campus,56,0,0
2014,National College-Dayton,Main Campus,131,0,0
2014,National College-Lexington,American National University - Louisville,979,0,0
2014,National College-Lexington,American National University - Pikeville,979,0,0
2014,National College-Lexington,American National University - Danville,979,0,0
2014,National College-Lexington,American National University - Florence,979,0,0
2014,National College-Lexington,American National University - Richmond,979,0,0
2014,National College-Lexington,American National University - Lexington,979,0,0
2014,National College-Lexington,American National University - Indianapolis,979,0,0
2014,National College-Lexington,American National University - Fort Wayne,979,0,0
2014,National College-Lexington,American National University - South Bend,979,0,0
2014,National College-Nashville,National College of Business and Tech-Nashville,517,0,0
2014,National College-Nashville,National College of Business & Technology - Memphis,517,0,0
2014,National College-Nashville,National College of Business & Technology - Madison,517,0,0
2014,National College-Nashville,National College of Business and Technology-Bartlett,517,0,0
2014,National College-Stow,Main Campus,80,0,0
2014,National College-Willoughby Hills,Main Campus,48,0,0
2014,National College-Youngstown,Main Campus,118,0,0
2014,National Conservatory of Dramatic Arts,Main Campus,39,0,0
2014,National Graduate School of Quality Management,National Graduate School of Quality Management,239,0,0
2014,National Graduate School of Quality Management,Arlington- Virginia,239,0,0
2014,National Graduate School of Quality Management,San Diego - Office,239,0,0
2014,National Holistic Institute,Main Campus,900,0,0
2014,National Holistic Institute,San Jose Branch Campus,900,0,0
2014,National Holistic Institute,Petaluma Satellite Campus,900,0,0
2014,National Holistic Institute,Studio City Branch Campus,900,0,0
2014,National Holistic Institute,San Francisco,900,0,0
2014,National Holistic Institute,Sacramento Branch Campus,900,0,0
2014,National Holistic Institute,Santa Ana Branch Campus,900,0,0
2014,National Institute of Massotherapy,Main Campus,48,0,0
2014,National Latino Education Institute,Main Campus,95,0,0
2014,National Louis University,Chicago Campus,4582,0,0
2014,National Louis University,Elgin Campus,4582,0,0
2014,National Louis University,Wheeling Campus,4582,0,0
2014,National Louis University,Milwaukee Campus,4582,0,0
2014,National Louis University,Tampa Campus,4582,0,0
2014,National Louis University,Lisle Campus,4582,0,0
2014,National Louis University,North Shore,4582,0,0
2014,National Park Community College,Main Campus,3001,0,0
2014,National Personal Training Institute,Main Campus,136,0,0
2014,National Personal Training Institute of Colorado,Main Campus,97,0,0
2014,National Personal Training Institute of Colorado,Colorado Springs Satellite Campus,48,0,0
2014,National Personal Training Institute of Columbus,Main Campus,79,0,0
2014,National Polytechnic College,National Polytechnic College,198,0,0
2014,National Tractor Trailer School Inc-Buffalo,Branch Campus,130,0,0
2014,National Tractor Trailer School Inc-Liverpool,National Tractor Trailer School,146,0,0
2014,National University,NATIONAL UNIVERSITY,17608,0,0
2014,National University,Kearny Mesa,17608,0,0
2014,National University,Chula Vista Campus,17608,0,0
2014,National University,Marine Corps Recruit Depot,17608,0,0
2014,National University,Naval Amphibious Base Coronado,17608,0,0
2014,National University,Naval Station 32nd St.,17608,0,0
2014,National University,Rancho Bernardo,17608,0,0
2014,National University,San Bernardino,17608,0,0
2014,National University,Costa Mesa,17608,0,0
2014,National University,Los Angeles,17608,0,0
2014,National University,Woodland Hills,17608,0,0
2014,National University,Fresno,17608,0,0
2014,National University,Stockton,17608,0,0
2014,National University,Rancho Cordova / Sacramento,17608,0,0
2014,National University,San Jose,17608,0,0
2014,National University,Carlsbad,17608,0,0
2014,National University,Twentynine Palms,17608,0,0
2014,National University,Redding,17608,0,0
2014,National University,Bakersfield,17608,0,0
2014,National University,La Mesa,17608,0,0
2014,National University,Spectrum Academic Center,17608,0,0
2014,National University,MCAS Miramar,17608,0,0
2014,National University,Marine Corps Base Camp Pendleton,17608,0,0
2014,National University,Fleet ASW Training Center,17608,0,0
2014,National University,Naval Air Station North Island,17608,0,0
2014,National University,Ontario,17608,0,0
2014,National University,Henderson,17608,0,0
2014,National University,Oxnard,17608,0,0
2014,National University,Naval Hospital San Diego,17608,0,0
2014,National University College-Arecibo,Arecibo Branch Campus,1460,0,0
2014,National University College-Bayamon,Main Campus,5320,0,0
2014,National University College-Caguas,National University College - Caguas Campus,1032,0,0
2014,National University College-Ponce,Ponce Branch Campus,1241,0,0
2014,National University College-Rio Grande,Rio Grande Branch Campus,1783,0,0
2014,National University of Health Sciences,Main Campus,705,0,0
2014,National University of Health Sciences,Health Education Center,705,0,0
2014,Nationwide Beauty Academy,Nationwide Beauty Academy,82,0,0
2014,Naugatuck Valley Community College,Main Campus,7102,0,0
2014,Naugatuck Valley Community College,Danbury Center,7102,0,0
2014,Navajo Technical University,Navajo Technical University,2075,0,0
2014,Navarro College,Main Campus,9999,1,1
2014,Navarro College,Mexia Campus,9999,0,0
2014,Navarro College,Waxahachie Campus,9999,0,0
2014,Navarro College,Midlothian Campus,9999,0,0
2014,Navarro College,Fairfield Campus,9999,0,0
2014,Nazarene Bible College,Main Campus,762,0,0
2014,Nazarene Theological Seminary,NTS - Main Campus,239,0,0
2014,Nazareth College,Main Campus,2818,1,1
2014,NCP College of Nursing-South San Francisco,Main Campus,74,0,0
2014,NCP College of Nursing-South San Francisco,NCP College of Nursing - Hayward,74,0,0
2014,Nebraska Christian College,Main Campus,136,0,0
2014,Nebraska College of Technical Agriculture,Nebraska College of Technical Agriculture,384,0,0
2014,Nebraska Indian Community College,Macy Campus,120,0,0
2014,Nebraska Indian Community College,Santee Campus,120,0,0
2014,Nebraska Indian Community College,South Sioux City Campus,120,0,0
2014,Nebraska Methodist College of Nursing & Allied Health,Nebraska Methodist College--The Josie Harper Campus,1000,0,0
2014,Nebraska Wesleyan University,Main Campus,2083,1,0
2014,Nebraska Wesleyan University,Nebraska Wesleyan University - Omaha Campus,2083,0,0
2014,NeeCee's College of Cosmetology,Main Campus,21,0,0
2014,Neighborhood Playhouse School of the Theater,Neighborhood Playhouse School of the Theatre,80,0,0
2014,Neilson Beauty College,Main Campus,48,0,0
2014,Neosho Beauty College,Main Campus,38,0,0
2014,Neosho County Community College,Main Campus,2212,0,0
2014,Neosho County Community College,Ottawa Campus,2212,0,0
2014,Ner Israel Rabbinical College,Main Campus,512,0,0
2014,Networks Barber College,Main Campus,21,0,0
2014,Neumann University,Main Campus,3047,2,0
2014,Neumont University,Main Campus,431,0,0
2014,Nevada Career Institute,Nevada Career Institute,283,0,0
2014,Nevada Regional Technical Center,Nevada Regional Technical Center,16,0,0
2014,Nevada State College,Main Campus,3555,0,0
2014,Nevada State College,Water Street Campus,3555,0,0
2014,New Age Training,Main Campus,136,0,0
2014,New Beginning College of Cosmetology,Main Campus,115,0,0
2014,New Brunswick Theological Seminary,Main Campus,178,0,0
2014,New Brunswick Theological Seminary,New Brunswick Theological Seminary/NY Campus,178,0,0
2014,New Castle Beauty Academy,New Castle Beauty Academy,39,0,0
2014,New Castle School of Trades,New Castle School of Trades,825,0,0
2014,New College of Florida,New College of Florida,834,2,0
2014,New Concept Massage and Beauty School,Main Campus,29,0,0
2014,New Concept Massage and Beauty School,New Concept Massage and Beauty School- West Campus,29,0,0
2014,New Concepts School of Cosmetology,Main Campus,101,0,0
2014,New Dimensions Beauty Academy Inc,Main Campus,57,0,0
2014,New Dimensions School of Hair Design,New Dimensions School of Hair Design,63,0,0
2014,New England College,Main Campus,2399,5,8
2014,New England College of Optometry,Main Campus,519,0,0
2014,New England College of Optometry,New England Eye Commonwealth,519,0,0
2014,New England College of Optometry,New England Eye Roslindale,519,0,0
2014,New England Culinary Institute,Main Campus,422,0,0
2014,New England Hair Academy,Main Campus,132,0,0
2014,New England Institute of Technology,Richard I Gouse Campus,2922,0,0
2014,New England Institute of Technology,Access Road Facility,2922,0,0
2014,New England Institute of Technology,Julian B. Gouse Campus - Post Road,2922,0,0
2014,New England School of Acupuncture,150 California Street,160,0,0
2014,New England School of Communications,Husson University,,1,0
2014,New England School of Hair Design,Main Campus,41,0,0
2014,New England School of Law,New England School of Law,871,0,0
2014,New England School of Photography,Main Campus,65,0,0
2014,New England Tractor Trailer Training School of Connecticut,Main Campus,310,0,0
2014,New England Tractor Trailer Training School of CT-Bridgeport,Main Campus,193,0,0
2014,New England Tractor Trailer Training School of Massachusetts,Branch Campus,300,0,0
2014,New England Tractor Trailer Training School of Rhode Island,Main Campus,135,0,0
2014,New Hampshire Institute for Therapeutic Arts,Main Campus,37,0,0
